BCL6	1.834167	6.403448	0.000000	0.000010
TMEM253	1.729545	5.857418	0.000000	0.000141
NBPF1	1.683352	5.616335	0.000000	0.000341
TM7SF2	1.669450	5.543778	0.000000	0.000341
DNAJC22	1.669068	5.541785	0.000000	0.000341
NR6A1	1.608110	5.223642	0.000000	0.001574
NEMF	1.522752	4.778150	0.000004	0.012422
SMIM12	1.517700	4.751784	0.000005	0.012422
CHIT1	1.474079	4.524120	0.000014	0.031741
UPK2	1.466604	4.485107	0.000017	0.032266
ZNHIT2	1.464835	4.475874	0.000018	0.032266
RHOF	1.458854	4.444662	0.000020	0.033528
ERCC1	1.455698	4.428191	0.000022	0.033528
VPS18	1.452784	4.412983	0.000024	0.033528
PTMA	1.444674	4.370652	0.000028	0.037686
MYO1F	1.437809	4.334827	0.000033	0.041293
