STX5	14.338290	12.794021	0.000000	0.000000
SNCA	9.351799	7.641071	0.000000	0.000000
ATXN1	9.224832	7.509865	0.000000	0.000000
DACH1	8.270904	6.524094	0.000000	0.000001
NBPF1	8.166587	6.416295	0.000000	0.000002
AC001226.2	8.155459	6.404795	0.000000	0.000002
C1orf100	7.637185	5.869220	0.000000	0.000038
TLE4	7.603393	5.834300	0.000000	0.000040
ZNF396	7.367937	5.590984	0.000000	0.000144
RPS24	7.327241	5.548929	0.000000	0.000164
RANBP3	7.067729	5.280755	0.000000	0.000636
KDELR3	7.041578	5.253730	0.000000	0.000672
TBC1D4	6.979185	5.189254	0.000001	0.000869
HOXA2	6.961475	5.170954	0.000001	0.000887
CCDC116	6.912947	5.120806	0.000001	0.001072
WDR26	6.877518	5.084194	0.000001	0.001211
SF3B5	6.795601	4.999542	0.000001	0.001747
PCDH9	6.770248	4.973343	0.000002	0.001880
SHCBP1L	6.719422	4.920821	0.000002	0.002309
B3GALNT2	6.666634	4.866270	0.000003	0.002865
SOAT1	6.579574	4.776304	0.000004	0.004211
HDDC2	6.502340	4.696492	0.000006	0.005866
CRTC2	6.377528	4.567513	0.000012	0.010197
JUN	6.322287	4.510428	0.000015	0.012662
AC073111.3	6.289568	4.476617	0.000018	0.014150
GPC6	6.240551	4.425964	0.000022	0.016513
SDE2	6.239261	4.424630	0.000022	0.016513
IER5	6.190591	4.374336	0.000028	0.019867
HIST1H1A	6.131617	4.313393	0.000036	0.024995
BBX	6.082007	4.262127	0.000045	0.030102
PARP1	6.045399	4.224298	0.000053	0.033542
DCT	6.034663	4.213203	0.000056	0.033542
ZNF24	6.032601	4.211072	0.000056	0.033542
HOXC6	6.028677	4.207016	0.000057	0.033542
SMYD2	5.970743	4.147149	0.000073	0.041841
RACK1	5.961845	4.137954	0.000076	0.042258
LBR	5.946680	4.122283	0.000081	0.043865
