regulator_symbol	regulator_id	target_symbol	2target_id	database	evidence	confidence
MYC	4609	SNAPC3	26619	tred	Experimental	High
MYC	4609	SNAPC1	26617	tred	Experimental	High
MYC	4609	SMC1A	28243	tred	Experimental	High
MYC	4609	SMARCAD1	256916	tred	Experimental	High
MYC	4609	SMAD9	24093	tred	Experimental	High
MYC	4609	SMAD6	24091	tred	Experimental	High
MYC	4609	SLMAP	27871	tred	Experimental	High
MYC	4609	SLIT3	26586	tred	Experimental	High
MYC	4609	SLIT1	26585	tred	Experimental	High
MYC	4609	SLC9A3R2	29351	tred	Experimental	High
MYC	4609	SLC31A1	21317	tred	Experimental	High
MYC	4609	SLC28A2	29153	tred	Experimental	High
MYC	4609	SLC26A4	25172	tred	Experimental	High
MYC	4609	SLC25A28	281894	tred	Experimental	High
MYC	4609	SLC25A21	289874	tred	Experimental	High
MYC	4609	SLC25A11	28402	tred	Experimental	High
MYC	4609	SLC12A2	26558	tred	Experimental	High
MYC	4609	SLBP	27884	tred	Experimental	High
MYC	4609	SLA	26503	tred	Experimental	High
MYC	4609	SIRT1	223411	tred	Experimental	High
MYC	4609	SFXN3	281855	tred	Experimental	High
MYC	4609	SFTPA1	2653509	tred	Experimental	High
MYC	4609	SFMBT1	251460	tred	Experimental	High
MYC	4609	SERP1	227230	tred	Experimental	High
MYC	4609	SEC62	27095	tred	Experimental	High
MYC	4609	SEC61B	210952	tred	Experimental	High
MYC	4609	SEC23B	210483	tred	Experimental	High
MYC	4609	SDF2	26388	tred	Experimental	High
MYC	4609	SCOC	260592	tred	Experimental	High
MYC	4609	SCD	26319	tred	Experimental	High
MYC	4609	SARS2	254938	tred	Experimental	High
MYC	4609	SARS	26301	tred	Experimental	High
MYC	4609	SAP30	28819	tred	Experimental	High
MYC	4609	SAP18	210284	tred	Experimental	High
MYC	4609	RXRB	26257	tred	Experimental	High
MYC	4609	RRP9	29136	tred	Experimental	High
MYC	4609	RRAS	26237	tred	Experimental	High
MYC	4609	RPS6KA2	26196	tred	Experimental	High
MYC	4609	RPS6	26194	tred	Experimental	High
MYC	4609	RPS5	26193	tred	Experimental	High
MYC	4609	RPS29	26235	tred	Experimental	High
MYC	4609	RPS25	26230	tred	Experimental	High
MYC	4609	RPS21	26227	tred	Experimental	High
MYC	4609	RPS20	26224	tred	Experimental	High
MYC	4609	RPS19	26223	tred	Experimental	High
MYC	4609	RPS16	26217	tred	Experimental	High
MYC	4609	RPS15	26209	tred	Experimental	High
MYC	4609	RPS13	26207	tred	Experimental	High
MYC	4609	RPL9	26133	tred	Experimental	High
MYC	4609	RPL8	26132	tred	Experimental	High
MYC	4609	RPL5	26125	tred	Experimental	High
MYC	4609	RPL37	26167	tred	Experimental	High
MYC	4609	RPL31	26160	tred	Experimental	High
MYC	4609	RPL27A	26157	tred	Experimental	High
MYC	4609	RPL27	26155	tred	Experimental	High
MYC	4609	RPL26	26154	tred	Experimental	High
MYC	4609	RPL18	26141	tred	Experimental	High
MYC	4609	RPL15	26138	tred	Experimental	High
MYC	4609	RNF4	26047	tred	Experimental	High
MYC	4609	RGS2	25997	tred	Experimental	High
MYC	4609	RGL2	25863	tred	Experimental	High
MYC	4609	RFC2	25982	tred	Experimental	High
MYC	4609	RECQL5	29400	tred	Experimental	High
MYC	4609	RECQL	25965	tred	Experimental	High
MYC	4609	RBM8A	29939	tred	Experimental	High
MYC	4609	RBM39	29584	tred	Experimental	High
MYC	4609	RBBP4	25928	tred	Experimental	High
MYC	4609	RARB	25915	tred	Experimental	High
MYC	4609	RARA	25914	tred	Experimental	High
MYC	4609	RANBP3	28498	tred	Experimental	High
MYC	4609	RAD51	25888	tred	Experimental	High
MYC	4609	RAC2	25880	tred	Experimental	High
MYC	4609	RAB8A	24218	tred	Experimental	High
MYC	4609	RAB3GAP2	225782	tred	Experimental	High
MYC	4609	RAB11A	28766	tred	Experimental	High
MYC	4609	QDPR	25860	tred	Experimental	High
MYC	4609	PTPN6	25777	tred	Experimental	High
MYC	4609	PTPN1	25770	tred	Experimental	High
MYC	4609	PTP4A1	27803	tred	Experimental	High
MYC	4609	PTOV1	253635	tred	Experimental	High
MYC	4609	PTMA	25757	tred	Experimental	High
MYC	4609	PTGER2	25732	tred	Experimental	High
MYC	4609	PSMG1	28624	tred	Experimental	High
MYC	4609	PSMD8	25714	tred	Experimental	High
MYC	4609	PSMD7	25713	tred	Experimental	High
MYC	4609	PSMD5	25711	tred	Experimental	High
MYC	4609	PSMD3	25709	tred	Experimental	High
MYC	4609	PSMD14	210213	tred	Experimental	High
MYC	4609	PSMD10	25716	tred	Experimental	High
MYC	4609	PSMC5	25705	tred	Experimental	High
MYC	4609	PSMB7	25695	tred	Experimental	High
MYC	4609	PSMB5	25693	tred	Experimental	High
MYC	4609	PSMB1	25689	tred	Experimental	High
MYC	4609	PSMA5	25686	tred	Experimental	High
MYC	4609	PRTN3	25657	tred	Experimental	High
MYC	4609	PRKDC	25591	tred	Experimental	High
MYC	4609	PRKCSH	25589	tred	Experimental	High
MYC	4609	PREP	25550	tred	Experimental	High
MYC	4609	PRDM8	256978	tred	Experimental	High
MYC	4609	PPT2	29374	tred	Experimental	High
MYC	4609	PPP2R4	25524	tred	Experimental	High
MYC	4609	PPP2R1B	25519	tred	Experimental	High
MYC	4609	PPP2CA	25515	tred	Experimental	High
MYC	4609	PPP1R7	25510	tred	Experimental	High
MYC	4609	PPP1CB	25500	tred	Experimental	High
MYC	4609	POLR1C	29533	tred	Experimental	High
MYC	4609	POLDIP2	226073	tred	Experimental	High
MYC	4609	POLD2	25425	tred	Experimental	High
MYC	4609	POLB	25423	tred	Experimental	High
MYC	4609	PMVK	210654	tred	Experimental	High
MYC	4609	PMS2P3	25387	tred	Experimental	High
MYC	4609	PMM2	25373	tred	Experimental	High
MYC	4609	PLSCR4	257088	tred	Experimental	High
MYC	4609	PLA2G4A	25321	tred	Experimental	High
MYC	4609	PKP1	25317	tred	Experimental	High
MYC	4609	PKM	25315	tred	Experimental	High
MYC	4609	PIK3C3	25289	tred	Experimental	High
MYC	4609	PIGF	25281	tred	Experimental	High
MYC	4609	PHB2	211331	tred	Experimental	High
MYC	4609	PHB	25245	tred	Experimental	High
MYC	4609	PGF	25228	kegg	Experimental	High
MYC	4609	PFN1	25216	tred	Experimental	High
MYC	4609	PEX14	25195	tred	Experimental	High
MYC	4609	PDK3	25165	tred	Experimental	High
MYC	4609	PDK2	25164	tred	Experimental	High
MYC	4609	PDHA1	25160	tred	Experimental	High
MYC	4609	PDE6D	25147	tred	Experimental	High
MYC	4609	PDE4C	25143	tred	Experimental	High
MYC	4609	PDCD10	211235	tred	Experimental	High
MYC	4609	PCNA	25111	tred	Experimental	High
MYC	4609	PCMT1	25110	tred	Experimental	High
MYC	4609	PCBD2	284105	tred	Experimental	High
MYC	4609	PBK	255872	tred	Experimental	High
MYC	4609	PARP2	210038	tred	Experimental	High
MYC	4609	PARP1	2142	tred	Experimental	High
MYC	4609	OCA2	24948	tred	Experimental	High
MYC	4609	NUP155	29631	tred	Experimental	High
MYC	4609	NUFIP1	226747	tred	Experimental	High
MYC	4609	NTHL1	24913	tred	Experimental	High
MYC	4609	NSUN5	255695	tred	Experimental	High
MYC	4609	NPRL2	210641	tred	Experimental	High
MYC	4609	NOTCH4	24855	tred	Experimental	High
MYC	4609	NLRP2	255655	tred	Experimental	High
MYC	4609	NID1	24811	tred	Experimental	High
MYC	4609	NFKBIL1	24795	tred	Experimental	High
MYC	4609	NFKBIB	24793	tred	Experimental	High
MYC	4609	NFIL3	24783	tred	Experimental	High
MYC	4609	NEFM	24741	tred	Experimental	High
MYC	4609	NDUFV1	24723	tred	Experimental	High
MYC	4609	NDUFB5	24711	tred	Experimental	High
MYC	4609	NDUFB3	24709	tred	Experimental	High
MYC	4609	NDUFA2	24695	tred	Experimental	High
MYC	4609	NDUFA1	24694	tred	Experimental	High
MYC	4609	NDRG1	210397	tred	Experimental	High
MYC	4609	NCBP2	222916	tred	Experimental	High
MYC	4609	NCBP1	24686	tred	Experimental	High
MYC	4609	NBR1	24077	tred	Experimental	High
MYC	4609	NAGPA	251172	tred	Experimental	High
MYC	4609	NACA	24666	tred	Experimental	High
MYC	4609	MYCL1	24610	tred	Experimental	High
MYC	4609	MYC	24609	tred	Experimental	High
MYC	4609	MYBL2	24605	tred	Experimental	High
MYC	4609	MUC1	24582	tred	Experimental	High
MYC	4609	MTOR	22475	tred	Experimental	High
MYC	4609	MTF2	222823	tred	Experimental	High
MYC	4609	MTCH1	223787	tred	Experimental	High
MYC	4609	MT3	24504	tred	Experimental	High
MYC	4609	MT1A	24489	tred	Experimental	High
MYC	4609	MST1	24485	tred	Experimental	High
MYC	4609	MSH2	24436	tred	Experimental	High
MYC	4609	MRPL13	228998	tred	Experimental	High
MYC	4609	MPO	24353	tred	Experimental	High
MYC	4609	MNX1	23110	tred	Experimental	High
MYC	4609	MMP9	24318	kegg	Experimental	High
MYC	4609	MMP8	24317	tred	Experimental	High
MYC	4609	MMP2	24313	kegg	Experimental	High
MYC	4609	MMP15	24324	tred	Experimental	High
MYC	4609	MMP1	24312	kegg	Experimental	High
MYC	4609	MKNK1	28569	tred	Experimental	High
MYC	4609	MGST1	24257	tred	Experimental	High
MYC	4609	MFI2	24241	tred	Experimental	High
MYC	4609	MFAP1	24236	tred	Experimental	High
MYC	4609	MEIS2	24212	tred	Experimental	High
MYC	4609	MEIS1	24211	tred	Experimental	High
MYC	4609	MDH1	24190	tred	Experimental	High
MYC	4609	MCM7	24176	tred	Experimental	High
MYC	4609	MCM5	24174	tred	Experimental	High
MYC	4609	MCM3	24172	tred	Experimental	High
MYC	4609	MCL1	24170	tred	Experimental	High
MYC	4609	MBD4	28930	tred	Experimental	High
MYC	4609	MBD1	24152	tred	Experimental	High
MYC	4609	MAPK7	25598	tred	Experimental	High
MYC	4609	MAP2K5	25607	tred	Experimental	High
MYC	4609	MANF	27873	tred	Experimental	High
MYC	4609	MAN2A1	24124	tred	Experimental	High
MYC	4609	MAGOH	24116	tred	Experimental	High
MYC	4609	MAGEA3	24102	tred	Experimental	High
MYC	4609	MAFF	223764	tred	Experimental	High
MYC	4609	MADD	28567	tred	Experimental	High
MYC	4609	MAD2L1	24085	tred	Experimental	High
MYC	4609	LZTR1	28216	tred	Experimental	High
MYC	4609	LTB	24050	tred	Experimental	High
MYC	4609	LTA4H	24048	tred	Experimental	High
MYC	4609	LSP1	24046	tred	Experimental	High
MYC	4609	LMX1B	24010	tred	Experimental	High
MYC	4609	LMNB2	284823	tred	Experimental	High
MYC	4609	LGALS1	23956	tred	Experimental	High
MYC	4609	LBR	23930	tred	Experimental	High
MYC	4609	LANCL1	210314	tred	Experimental	High
MYC	4609	LAMC1	23915	tred	Experimental	High
MYC	4609	LAMB2	23913	tred	Experimental	High
MYC	4609	LAIR2	23904	tred	Experimental	High
MYC	4609	LAIR1	23903	tred	Experimental	High
MYC	4609	KPNA3	23839	tred	Experimental	High
MYC	4609	KLK10	25655	tred	Experimental	High
MYC	4609	KLF1	210661	tred	Experimental	High
MYC	4609	KIF20B	29585	tred	Experimental	High
MYC	4609	KIF11	23832	tred	Experimental	High
MYC	4609	KIAA1586	257691	tred	Experimental	High
MYC	4609	KDM5A	25927	tred	Experimental	High
MYC	4609	KCNJ5	23762	tred	Experimental	High
MYC	4609	KCNH8	2131096	tred	Experimental	High
MYC	4609	JUNB	23726	tred	Experimental	High
MYC	4609	JUN	23725	tred	Experimental	High
MYC	4609	ITGB3BP	223421	tred	Experimental	High
MYC	4609	ITGA6	23655	tred	Experimental	High
MYC	4609	IRF3	23661	tred	Experimental	High
MYC	4609	IL8	23576	kegg	Experimental	High
MYC	4609	IL2	23558	tred	Experimental	High
MYC	4609	IL13	23596	tred	Experimental	High
MYC	4609	IL11RA	23590	tred	Experimental	High
MYC	4609	IGF2R	23482	tred	Experimental	High
MYC	4609	IGBP1	23476	tred	Experimental	High
MYC	4609	IFNGR1	23459	tred	Experimental	High
MYC	4609	IFNAR1	23454	tred	Experimental	High
MYC	4609	IER2	29592	tred	Experimental	High
MYC	4609	IDH3B	23420	tred	Experimental	High
MYC	4609	ID3	23399	tred	Experimental	High
MYC	4609	ICAM1	23383	tred	Experimental	High
MYC	4609	HSPA4	23308	tred	Experimental	High
MYC	4609	HOXD3	23232	tred	Experimental	High
MYC	4609	HNRNPUL1	211100	tred	Experimental	High
MYC	4609	HMOX1	23162	tred	Experimental	High
MYC	4609	HLA-F	23134	tred	Experimental	High
MYC	4609	HLA-DPB1	23115	tred	Experimental	High
MYC	4609	HIST2H4A	28370	tred	Experimental	High
MYC	4609	HIST2H2BE	28349	tred	Experimental	High
MYC	4609	HIST2H2AA3	28337	tred	Experimental	High
MYC	4609	HINT1	23094	tred	Experimental	High
MYC	4609	HEXIM1	210614	tred	Experimental	High
MYC	4609	HBA2	23040	tred	Experimental	High
MYC	4609	HAX1	210456	tred	Experimental	High
MYC	4609	H6PD	29563	tred	Experimental	High
MYC	4609	GTF2H2	22966	tred	Experimental	High
MYC	4609	GSTO1	29446	tred	Experimental	High
MYC	4609	GSK3B	22932	tred	Experimental	High
MYC	4609	GRK4	22868	tred	Experimental	High
MYC	4609	GPR4	22828	tred	Experimental	High
MYC	4609	GOLPH3	264083	tred	Experimental	High
MYC	4609	GMDS	22762	tred	Experimental	High
MYC	4609	GLA	22717	tred	Experimental	High
MYC	4609	GINS1	29837	tred	Experimental	High
MYC	4609	GCFC2	26936	tred	Experimental	High
MYC	4609	GC	22638	tred	Experimental	High
MYC	4609	GAPDH	22597	tred	Experimental	High
MYC	4609	GALT	22592	tred	Experimental	High
MYC	4609	GAK	22580	tred	Experimental	High
MYC	4609	GABARAP	211337	tred	Experimental	High
MYC	4609	FXR2	29513	tred	Experimental	High
MYC	4609	FXR1	28087	tred	Experimental	High
MYC	4609	FXN	22395	tred	Experimental	High
MYC	4609	FUT1	22523	tred	Experimental	High
MYC	4609	FRY	210129	tred	Experimental	High
MYC	4609	FOXM1	22305	tred	Experimental	High
MYC	4609	FOSL1	28061	tred	Experimental	High
MYC	4609	FLOT2	22319	tred	Experimental	High
MYC	4609	FKBP2	22286	tred	Experimental	High
MYC	4609	FIGF	22277	kegg	Experimental	High
MYC	4609	FGFR4	22264	tred	Experimental	High
MYC	4609	FECH	22235	tred	Experimental	High
MYC	4609	FASLG	2356	tred	Experimental	High
MYC	4609	FANCA	22175	tred	Experimental	High
MYC	4609	FAH	22184	tred	Experimental	High
MYC	4609	EXOSC1	251013	tred	Experimental	High
MYC	4609	ETFDH	22110	tred	Experimental	High
MYC	4609	ETFB	22109	tred	Experimental	High
MYC	4609	ETFA	22108	tred	Experimental	High
MYC	4609	ETF1	22107	tred	Experimental	High
MYC	4609	EPHX1	22052	tred	Experimental	High
MYC	4609	ENTPD7	257089	tred	Experimental	High
MYC	4609	ENO2	22026	tred	Experimental	High
MYC	4609	EIF4EBP2	21979	tred	Experimental	High
MYC	4609	EIF4E2	29470	tred	Experimental	High
MYC	4609	EIF3I	28668	tred	Experimental	High
MYC	4609	EIF3C	28663	tred	Experimental	High
MYC	4609	EIF2S1	21965	tred	Experimental	High
MYC	4609	EGR3	21960	tred	Experimental	High
MYC	4609	E2F2	21870	tred	Experimental	High
MYC	4609	DRG1	24733	tred	Experimental	High
MYC	4609	DPYSL3	21809	tred	Experimental	High
MYC	4609	DGCR6	28214	tred	Experimental	High
MYC	4609	DFFB	21677	tred	Experimental	High
MYC	4609	DFFA	21676	tred	Experimental	High
MYC	4609	DEGS1	28560	tred	Experimental	High
MYC	4609	DDX5	21655	tred	Experimental	High
MYC	4609	DDX11	21663	tred	Experimental	High
MYC	4609	DDX10	21662	tred	Experimental	High
MYC	4609	DCTN3	211258	tred	Experimental	High
MYC	4609	DCAF8	250717	tred	Experimental	High
MYC	4609	DAXX	21616	tred	Experimental	High
MYC	4609	DAP3	27818	tred	Experimental	High
MYC	4609	CYTIP	29595	tred	Experimental	High
MYC	4609	CYBA	21535	tred	Experimental	High
MYC	4609	CYB561D2	211068	tred	Experimental	High
MYC	4609	CXXC1	230827	tred	Experimental	High
MYC	4609	CXCR4	27852	tred	Experimental	High
MYC	4609	CXCL2	22920	tred	Experimental	High
MYC	4609	CSTB	21476	tred	Experimental	High
MYC	4609	CST5	21473	tred	Experimental	High
MYC	4609	CSF2RB	21439	tred	Experimental	High
MYC	4609	CRIPT	29419	tred	Experimental	High
MYC	4609	CREBL2	21389	tred	Experimental	High
MYC	4609	CREB1	21385	tred	Experimental	High
MYC	4609	CRAT	21384	tred	Experimental	High
MYC	4609	CRADD	28738	tred	Experimental	High
MYC	4609	COX7C	21350	tred	Experimental	High
MYC	4609	COX7A2L	29167	tred	Experimental	High
MYC	4609	COPS3	28533	tred	Experimental	High
MYC	4609	COPS2	29318	tred	Experimental	High
MYC	4609	COL4A2	21284	tred	Experimental	High
MYC	4609	COL4A1	21282	tred	Experimental	High
MYC	4609	COASY	280347	tred	Experimental	High
MYC	4609	CNTN2	26900	tred	Experimental	High
MYC	4609	CMAS	255907	tred	Experimental	High
MYC	4609	CLUL1	227098	tred	Experimental	High
MYC	4609	CLP1	210978	tred	Experimental	High
MYC	4609	CLN5	21203	tred	Experimental	High
MYC	4609	CKS2	21164	tred	Experimental	High
MYC	4609	CKS1B	21163	kegg	Experimental	High
MYC	4609	CHRNB1	21140	tred	Experimental	High
MYC	4609	CEACAM5	21048	tred	Experimental	High
MYC	4609	CDKN2B	21030	tred	Experimental	High
MYC	4609	CDKN1B	21027	tred	Experimental	High
MYC	4609	CDK16	25127	tred	Experimental	High
MYC	4609	CDC25C	2995	tred	Experimental	High
MYC	4609	CDC25B	2994	tred	Experimental	High
MYC	4609	CDC25A	2993	tred	Experimental	High
MYC	4609	CD79B	2974	tred	Experimental	High
MYC	4609	CD2AP	223607	tred	Experimental	High
MYC	4609	CCT8	210694	tred	Experimental	High
MYC	4609	CCT5	222948	tred	Experimental	High
MYC	4609	CCRL2	29034	tred	Experimental	High
MYC	4609	CCNB1	2891	tred	Experimental	High
MYC	4609	CCKBR	2887	tred	Experimental	High
MYC	4609	CCHCR1	254535	tred	Experimental	High
MYC	4609	CASP8AP2	29994	tred	Experimental	High
MYC	4609	CAPZA1	2829	tred	Experimental	High
MYC	4609	CALR	2811	tred	Experimental	High
MYC	4609	CACNG3	210368	tred	Experimental	High
MYC	4609	C21orf33	28209	tred	Experimental	High
MYC	4609	C17orf65	2339201	tred	Experimental	High
MYC	4609	BTN2A1	211120	tred	Experimental	High
MYC	4609	BSG	2682	tred	Experimental	High
MYC	4609	BLK	2640	tred	Experimental	High
MYC	4609	BCL2L12	283596	tred	Experimental	High
MYC	4609	BAZ1B	29031	tred	Experimental	High
MYC	4609	BAX	2581	tred	Experimental	High
MYC	4609	BARD1	2580	tred	Experimental	High
MYC	4609	B4GALNT2	2124872	tred	Experimental	High
MYC	4609	ATP6V1G2	2534	tred	Experimental	High
MYC	4609	ATP1A2	2477	tred	Experimental	High
MYC	4609	ATM	2472	tred	Experimental	High
MYC	4609	ASH2L	29070	tred	Experimental	High
MYC	4609	ASCL2	2430	tred	Experimental	High
MYC	4609	ASB1	251665	tred	Experimental	High
MYC	4609	ASAH1	2427	tred	Experimental	High
MYC	4609	ARPP19	210776	tred	Experimental	High
MYC	4609	ARL6IP5	210550	tred	Experimental	High
MYC	4609	ARL1	2400	tred	Experimental	High
MYC	4609	ARID4A	25926	tred	Experimental	High
MYC	4609	ARFIP2	223647	tred	Experimental	High
MYC	4609	ARFGAP2	284364	tred	Experimental	High
MYC	4609	APC	2324	tred	Experimental	High
MYC	4609	APBA3	29546	tred	Experimental	High
MYC	4609	AP4M1	29179	tred	Experimental	High
MYC	4609	AOX2P	2344454	tred	Experimental	High
MYC	4609	AMPD3	2272	tred	Experimental	High
MYC	4609	ALG5	229880	tred	Experimental	High
MYC	4609	ALDH9A1	2223	tred	Experimental	High
MYC	4609	AKR1B10	257016	tred	Experimental	High
MYC	4609	AIFM1	29131	tred	Experimental	High
MYC	4609	AHCYL1	210768	tred	Experimental	High
MYC	4609	AGPS	28540	tred	Experimental	High
MYC	4609	ADCY9	2115	tred	Experimental	High
MYC	4609	ACYP2	298	tred	Experimental	High
MYC	4609	ACTR3	210096	tred	Experimental	High
MYC	4609	ACPP	255	tred	Experimental	High
MYC	4609	ACP5	254	tred	Experimental	High
MYC	4609	ACOX1	251	tred	Experimental	High
MYC	4609	ACO2	250	tred	Experimental	High
MYC	4609	ACE	21636	tred	Experimental	High
MYC	4609	ACADM	234	tred	Experimental	High
MYC	4609	ABCB10	223456	tred	Experimental	High
MYC	4609	ABL1	225	kegg	Experimental	High
MYC	4609	BCR	2613	kegg	Experimental	High
MYC	4609	CCND1	2595	kegg	Experimental	High
MYC	4609	CDKN2B	21030	kegg	Experimental	High
MYC	4609	LEF1	251176	kegg	Experimental	High
MYC	4609	MAPK1	25594	kegg	Experimental	High
MYC	4609	MAPK3	25595	hprd,kegg	Experimental	High
MYC	4609	PIAS1	28554	kegg	Experimental	High
MYC	4609	PIAS2	29063	kegg	Experimental	High
MYC	4609	PIAS3	210401	kegg	Experimental	High
MYC	4609	PIAS4	251588	kegg	Experimental	High
MYC	4609	TCF7	26932	kegg	Experimental	High
MYC	4609	TCF7L1	283439	kegg	Experimental	High
MYC	4609	TCF7L2	26934	kegg	Experimental	High
MYC	4609	ZBTB17	27709	hprd,kegg	Experimental	High
MYC	4609	hsa-miR-93	2MIMAT0000093	transmir	Experimental	High
MYC	4609	hsa-miR-92a	2MIMAT0000092	transmir	Experimental	High
MYC	4609	hsa-miR-9	2MIMAT0000441	transmir	Experimental	High
MYC	4609	hsa-miR-7	2MIMAT0000252	transmir	Experimental	High
MYC	4609	hsa-miR-34a	2MIMAT0000255	transmir	Experimental	High
MYC	4609	hsa-miR-29c	2MIMAT0000681	transmir	Experimental	High
MYC	4609	hsa-miR-29b	2MIMAT0000100	transmir	Experimental	High
MYC	4609	hsa-miR-29a	2MIMAT0000086	transmir	Experimental	High
MYC	4609	hsa-miR-26b	2MIMAT0000083	transmir	Experimental	High
MYC	4609	hsa-miR-26a	2MIMAT0000082	transmir	Experimental	High
MYC	4609	hsa-miR-23b	2MIMAT0000418	transmir	Experimental	High
MYC	4609	hsa-miR-23a	2MIMAT0000078	transmir	Experimental	High
MYC	4609	hsa-miR-221	2MIMAT0000278	transmir	Experimental	High
MYC	4609	hsa-miR-22	2MIMAT0000077	transmir	Experimental	High
MYC	4609	hsa-miR-20b	2MIMAT0001413	transmir	Experimental	High
MYC	4609	hsa-miR-20a	2MIMAT0000075	transmir	Experimental	High
MYC	4609	hsa-miR-19b	2MIMAT0000074	transmir	Experimental	High
MYC	4609	hsa-miR-19a	2MIMAT0000073	transmir	Experimental	High
MYC	4609	hsa-miR-195	2MIMAT0000461	transmir	Experimental	High
MYC	4609	hsa-miR-18a	2MIMAT0000072	transmir	Experimental	High
MYC	4609	hsa-miR-17	2MIMAT0000070	transmir	Experimental	High
MYC	4609	hsa-miR-16	2MIMAT0000069	transmir	Experimental	High
MYC	4609	hsa-miR-15a	2MIMAT0000068	transmir	Experimental	High
MYC	4609	hsa-miR-141	2MIMAT0000432	transmir	Experimental	High
MYC	4609	hsa-miR-106b	2MIMAT0000680	transmir	Experimental	High
MYC	4609	hsa-miR-106a	2MIMAT0000103	transmir	Experimental	High
MYC	4609	WT1	27490	ucsc,ensembl,tred	Experimental	High
MYC	4609	VDAC2	27417	ucsc,ensembl,tred	Experimental	High
MYC	4609	USO1	28615	ucsc,ensembl,tred	Experimental	High
MYC	4609	TXNDC5	281567	ucsc,ensembl,tred	Experimental	High
MYC	4609	TRIM25	27706	ucsc,ensembl,tred	Experimental	High
MYC	4609	TOP1	27150	ucsc,ensembl,tred	Experimental	High
MYCN	4613	hsa-miR-221	2MIMAT0000278	transmir	Experimental	High
MYCN	4613	hsa-miR-335	2MIMAT0000765	transmir	Experimental	High
MYCN	4613	hsa-miR-92a	2MIMAT0000092	transmir	Experimental	High
MYCN	4613	hsa-miR-421	2MIMAT0003339	transmir	Experimental	High
MYCN	4613	hsa-miR-20a	2MIMAT0000075	transmir	Experimental	High
MYCN	4613	hsa-miR-19b	2MIMAT0000074	transmir	Experimental	High
MYCN	4613	hsa-miR-19a	2MIMAT0000073	transmir	Experimental	High
MYCN	4613	hsa-miR-18a	2MIMAT0000072	transmir	Experimental	High
MYCN	4613	hsa-miR-17	2MIMAT0000070	transmir	Experimental	High
MYCN	4613	hsa-miR-106a	2MIMAT0000103	transmir	Experimental	High
MYF5	4617	hsa-miR-206	2MIMAT0000462	transmir	Experimental	High
MYF5	4617	hsa-miR-133a	2MIMAT0000427	transmir	Experimental	High
MYF5	4617	hsa-miR-1	2MIMAT0000416	transmir	Experimental	High
MYF6	4618	hsa-miR-206	2MIMAT0000462	transmir	Experimental	High
MYF6	4618	hsa-miR-133a	2MIMAT0000427	transmir	Experimental	High
MYF6	4618	hsa-miR-1	2MIMAT0000416	transmir	Experimental	High
MYOD1	4654	hsa-miR-1	2MIMAT0000416	transmir	Experimental	High
MYOD1	4654	hsa-miR-378	2MIMAT0000732	transmir	Experimental	High
MYOD1	4654	hsa-miR-206	2MIMAT0000462	transmir	Experimental	High
MYOD1	4654	hsa-miR-133a	2MIMAT0000427	transmir	Experimental	High
MYOG	4656	hsa-miR-206	2MIMAT0000462	transmir	Experimental	High
MYOG	4656	hsa-miR-133b	2MIMAT0000770	transmir	Experimental	High
MYOG	4656	hsa-miR-133a	2MIMAT0000427	transmir	Experimental	High
MYOG	4656	hsa-miR-1	2MIMAT0000416	transmir	Experimental	High
NCOA4	8031	KRAS	23845	kegg	Experimental	High
NCOA4	8031	NRAS	24893	kegg	Experimental	High
NCOA4	8031	HRAS	23265	kegg	Experimental	High
NCOR2	9612	RBPJL	211317	kegg	Experimental	High
NCOR2	9612	RBPJ	23516	hprd,kegg	Experimental	High
NEUROD1	4760	GCK	22645	kegg	Experimental	High
NEUROD1	4760	INS	23630	kegg	Experimental	High
NEUROD1	4760	IAPP	23375	kegg	Experimental	High
NEUROG3	50674	PAX4	25078	kegg	Experimental	High
NEUROG3	50674	HES1	23280	kegg	Experimental	High
NEUROG3	50674	PAX6	25080	kegg	Experimental	High
NEUROG3	50674	NEUROD1	24760	kegg	Experimental	High
NEUROG3	50674	NKX2-2	24821	kegg	Experimental	High
NFAT5	10725	TNF	27124	kegg	Experimental	High
NFAT5	10725	MAPK13	25603	kegg	Experimental	High
NFAT5	10725	MAPK14	21432	kegg	Experimental	High
NFAT5	10725	PPP3CA	25530	kegg	Experimental	High
NFAT5	10725	MAPK11	25600	kegg	Experimental	High
NFAT5	10725	PPP3CB	25532	kegg	Experimental	High
NFAT5	10725	CSF2	21437	kegg	Experimental	High
NFAT5	10725	GSK3B	22932	kegg	Experimental	High
NFAT5	10725	CHP2	263928	kegg	Experimental	High
NFAT5	10725	CHP1	211261	kegg	Experimental	High
NFAT5	10725	PPP3CC	25533	kegg	Experimental	High
NFAT5	10725	MAPK12	26300	kegg	Experimental	High
NFAT5	10725	PPP3R1	25534	kegg	Experimental	High
NFAT5	10725	PPP3R2	25535	kegg	Experimental	High
NFAT5	10725	PTGS2	25743	kegg	Experimental	High
NFATC1	4772	CHP1	211261	kegg	Experimental	High
NFATC1	4772	CHP2	263928	kegg	Experimental	High
NFATC1	4772	CSF2	21437	kegg	Experimental	High
NFATC1	4772	GSK3B	22932	kegg	Experimental	High
NFATC1	4772	MAPK11	25600	kegg	Experimental	High
NFATC1	4772	MAPK12	26300	kegg	Experimental	High
NFATC1	4772	MAPK13	25603	kegg	Experimental	High
NFATC1	4772	MAPK14	21432	hprd,kegg	Experimental	High
