CYGB	14.874558	9.629985	0.000000	0.000000
ASGR1	14.758495	9.540782	0.000000	0.000000
SORL1	13.307195	8.425354	0.000000	0.000000
DPF1	13.111863	8.275228	0.000000	0.000000
HES7	11.515002	7.047926	0.000000	0.000000
DCTPP1	11.146158	6.764443	0.000000	0.000000
TMEM107	10.799331	6.497882	0.000000	0.000001
ZFP36	10.483682	6.255283	0.000000	0.000003
PPP6R2	10.363903	6.163224	0.000000	0.000005
FBXO24	10.193069	6.031926	0.000000	0.000010
COL5A3	10.099461	5.959981	0.000000	0.000014
UBC	9.954319	5.848430	0.000000	0.000025
IFI6	9.870942	5.784348	0.000000	0.000033
ACP7	9.852094	5.769862	0.000000	0.000034
CLIC4	9.550506	5.538070	0.000000	0.000114
CEP170B	9.539225	5.529400	0.000000	0.000114
AC008982.1	9.094418	5.187534	0.000001	0.000670
RGS16	8.722629	4.901787	0.000002	0.002677
HNRNPL	8.668635	4.860289	0.000003	0.003105
RDH8	8.648450	4.844776	0.000003	0.003180
AC010616.1	8.634293	4.833895	0.000003	0.003193
KCNN4	8.609329	4.814708	0.000004	0.003343
SPINT2	8.549911	4.769042	0.000005	0.003980
RAD1	8.529384	4.753265	0.000005	0.004112
PAK4	8.490309	4.723233	0.000006	0.004551
AC009133.6	8.391583	4.647355	0.000008	0.006107
ZNF45	8.387232	4.644011	0.000008	0.006107
MVP	8.353196	4.617852	0.000009	0.006647
DMKN	8.316226	4.589438	0.000011	0.007315
PHETA2	8.281809	4.562986	0.000012	0.007981
GPA33	8.257110	4.544003	0.000013	0.008204
CEBPA	8.255469	4.542742	0.000013	0.008204
HIPK4	8.212132	4.509434	0.000015	0.009250
AAAS	8.139259	4.453426	0.000020	0.011540
TCHH	8.084170	4.411086	0.000024	0.013524
GBF1	8.031426	4.370549	0.000028	0.014314
RHOBTB3	8.029817	4.369312	0.000029	0.014314
COQ8B	8.025165	4.365737	0.000029	0.014314
AC008537.1	8.022987	4.364063	0.000029	0.014314
ATP6V1FNB	8.015821	4.358555	0.000030	0.014314
FXYD1	8.015056	4.357967	0.000030	0.014314
RING1	8.013206	4.356545	0.000030	0.014314
CKS1B	7.980261	4.331224	0.000034	0.015607
MAG	7.916377	4.282125	0.000042	0.018843
SARS2	7.860814	4.239421	0.000050	0.022101
COL6A2	7.838366	4.222168	0.000054	0.023258
ZNF221	7.773808	4.172551	0.000066	0.028034
ZBTB21	7.728339	4.137605	0.000076	0.031739
AL022312.1	7.705256	4.119864	0.000082	0.033455
MICU1	7.663755	4.087967	0.000094	0.037371
COX6B1	7.630285	4.062243	0.000104	0.040687
OTOS	7.560653	4.008726	0.000129	0.048863
PPP1R14C	7.558831	4.007326	0.000130	0.048863
