AL132780.3	37.867905	7.443841	0.000000	0.000000
AJUBA	37.601052	7.373431	0.000000	0.000000
NBPF1	34.659036	6.597168	0.000000	0.000001
EMC9	33.209175	6.214617	0.000000	0.000006
NOP9	33.110424	6.188561	0.000000	0.000006
DHRS1	33.091242	6.183500	0.000000	0.000006
PCK2	33.058745	6.174925	0.000000	0.000006
LTB4R2	32.833405	6.115468	0.000000	0.000008
THTPA	32.566991	6.045174	0.000000	0.000010
ZFHX2	32.283672	5.970419	0.000000	0.000014
PNN	31.876697	5.863037	0.000000	0.000025
DHRS2	31.643100	5.801402	0.000000	0.000032
RNF31	31.604520	5.791222	0.000000	0.000032
KHNYN	31.485925	5.759930	0.000000	0.000035
TINF2	31.411032	5.740169	0.000000	0.000037
IPO4	31.219790	5.689709	0.000000	0.000043
CBLN3	31.187285	5.681133	0.000000	0.000043
AP1G2	31.168273	5.676117	0.000000	0.000043
TM9SF1	31.153300	5.672166	0.000000	0.000043
AL136295.4	31.099853	5.658064	0.000000	0.000044
PSME2	30.838688	5.589154	0.000000	0.000058
TGM1	30.827826	5.586288	0.000000	0.000058
TSSK4	30.824274	5.585351	0.000000	0.000058
PSME1	30.569297	5.518074	0.000000	0.000081
RABGGTA	30.513892	5.503455	0.000000	0.000084
PPP1R3E	30.249188	5.433612	0.000000	0.000119
DCAF11	30.223335	5.426791	0.000000	0.000119
HOMEZ	30.085224	5.390350	0.000000	0.000139
AL136295.5	30.028022	5.375257	0.000000	0.000146
AL136295.1	29.951848	5.355158	0.000000	0.000157
PSMB5	29.924238	5.347873	0.000000	0.000158
BCL2L2-PABPN1	29.826522	5.322090	0.000000	0.000176
BCL2L2	29.704327	5.289849	0.000000	0.000202
NRL	29.646953	5.274710	0.000000	0.000205
PSMB11	29.627625	5.269610	0.000000	0.000205
LTB4R	29.619817	5.267550	0.000000	0.000205
CIDEB	29.613101	5.265778	0.000000	0.000205
JPH4	29.553370	5.250018	0.000000	0.000216
TRAPPC6B	29.446159	5.221730	0.000000	0.000245
MYH7	29.338725	5.193383	0.000001	0.000276
CEBPE	29.239044	5.167082	0.000001	0.000309
CDH24	29.005077	5.105348	0.000001	0.000414
CHMP4A	28.986029	5.100323	0.000001	0.000415
IRF9	28.965585	5.094928	0.000001	0.000417
AP4S1	28.885043	5.073677	0.000001	0.000454
NFKBIA	28.680459	5.019697	0.000001	0.000584
LRP10	28.646485	5.010733	0.000001	0.000597
PRMT5	28.435962	4.955185	0.000002	0.000771
STRN3	28.357862	4.934578	0.000002	0.000837
SRP54	28.225833	4.899742	0.000002	0.000969
NEDD8	28.213709	4.896543	0.000002	0.000969
CARMIL3	28.171891	4.885509	0.000003	0.001003
GMPR2	28.141122	4.877391	0.000003	0.001024
MDP1	28.126971	4.873657	0.000003	0.001024
NEDD8-MDP1	28.031081	4.848356	0.000003	0.001137
FITM1	27.962339	4.830218	0.000003	0.001219
C14orf119	27.810026	4.790030	0.000004	0.001453
ACIN1	27.783935	4.783145	0.000004	0.001475
ADCY4	27.621169	4.740199	0.000005	0.001780
AL096870.1	27.534804	4.717411	0.000006	0.001949
HECTD1	27.506050	4.709824	0.000006	0.001987
RBM39	27.442696	4.693108	0.000007	0.002093
MMP14	27.438247	4.691934	0.000007	0.002093
CPNE6	27.396701	4.680972	0.000007	0.002168
MYH6	27.348764	4.668324	0.000007	0.002265
AL136295.3	27.267053	4.646764	0.000008	0.002463
ABHD4	27.256090	4.643871	0.000008	0.002463
LMLN2	27.230172	4.637033	0.000009	0.002505
SLC7A7	27.106091	4.604293	0.000010	0.002871
MRPL52	27.026520	4.583298	0.000011	0.003117
DAD1	26.963367	4.566635	0.000012	0.003293
ID1	26.957692	4.565138	0.000012	0.003293
EGLN3	26.901394	4.550283	0.000013	0.003475
EIF6	26.652493	4.484610	0.000017	0.004612
REM2	26.584727	4.466730	0.000019	0.004930
REC8	26.484849	4.440376	0.000021	0.005471
RIPK3	26.446398	4.430231	0.000022	0.005648
PABPN1	26.397453	4.417316	0.000023	0.005904
SLC22A17	26.355546	4.406259	0.000024	0.006120
ZNFX1	26.236462	4.374838	0.000028	0.006938
CMTM5	26.213550	4.368793	0.000029	0.007036
FOXA1	26.189001	4.362315	0.000029	0.007149
FBXO33	25.996586	4.311546	0.000037	0.008729
SPTSSA	25.987510	4.309151	0.000037	0.008729
TTC6	25.983072	4.307980	0.000037	0.008729
MMP24OS	25.572354	4.199611	0.000059	0.013680
ARHGAP5	25.409243	4.156573	0.000071	0.016187
C14orf93	25.348348	4.140506	0.000076	0.017106
OXA1L	25.312182	4.130963	0.000079	0.017594
HAUS4	25.154632	4.089393	0.000093	0.020641
IL25	25.014573	4.052438	0.000108	0.023728
ROMO1	24.967667	4.040062	0.000114	0.024430
FAM83C	24.966326	4.039708	0.000114	0.024430
SEC23A	24.956864	4.037211	0.000115	0.024430
OSBPL2	24.938128	4.032268	0.000118	0.024660
NFS1	24.919780	4.027427	0.000120	0.024884
RBM23	24.875920	4.015854	0.000126	0.025801
SDR39U1	24.794205	3.994293	0.000137	0.027841
AL121753.1	24.731226	3.977676	0.000146	0.029446
CARHSP1	24.667511	3.960864	0.000156	0.031060
BCL2L1	24.653852	3.957260	0.000159	0.031060
TP53INP2	24.651755	3.956707	0.000159	0.031060
HEATR5A	24.495681	3.915526	0.000187	0.036171
TCEA2	24.358068	3.879217	0.000215	0.041268
ZMYND8	24.243292	3.848932	0.000242	0.045950
PCK1	24.177707	3.831627	0.000259	0.048644
SOX18	24.151063	3.824598	0.000266	0.049504
