g.name	raw.score	z.score	p.value	q.value
TINF2	8.391525	8.048285	0.000000	0.000000
SP9	7.930171	7.484781	0.000000	0.000000
NANP	7.842656	7.377889	0.000000	0.000000
NBPF1	7.542767	7.011599	0.000000	0.000000
KIAA0391	7.270966	6.679617	0.000000	0.000000
BAHCC1	7.211083	6.606474	0.000000	0.000000
KDM3A	6.937817	6.272703	0.000000	0.000003
HECTD1	6.884740	6.207874	0.000000	0.000004
PPP2R3C	6.806304	6.112072	0.000000	0.000007
AL121594.1	6.714641	6.000113	0.000000	0.000011
TM9SF1	6.713140	5.998280	0.000000	0.000011
MPHOSPH6	6.555792	5.806091	0.000000	0.000032
DCAF11	6.541136	5.788191	0.000000	0.000032
NRL	6.417482	5.637158	0.000000	0.000071
CBX8	6.308470	5.504009	0.000000	0.000140
DLX1	6.227873	5.405567	0.000000	0.000224
PCK1	6.198579	5.369787	0.000000	0.000256
PPP1R3E	6.120007	5.273817	0.000000	0.000403
TMEM186	6.097631	5.246487	0.000000	0.000441
DLX2	6.079571	5.224428	0.000000	0.000470
AL132780.3	6.014722	5.145221	0.000001	0.000675
ZNFX1	5.974608	5.096224	0.000001	0.000814
AJUBA	5.970279	5.090937	0.000001	0.000814
IPO4	5.911701	5.019389	0.000001	0.001118
NR1D1	5.905389	5.011679	0.000001	0.001118
SNAI1	5.897647	5.002223	0.000001	0.001127
PTMA	5.825817	4.914489	0.000002	0.001677
AL136295.4	5.764780	4.839937	0.000003	0.002326
ODC1	5.747649	4.819014	0.000004	0.002484
ATP5F1E	5.729986	4.797439	0.000004	0.002593
HOMEZ	5.728967	4.796195	0.000004	0.002593
TMEM189	5.696142	4.756101	0.000005	0.003042
TMEM189-UBE2V1	5.645530	4.694284	0.000007	0.003951
NXT1	5.637187	4.684093	0.000007	0.004023
AL139353.1	5.625661	4.670015	0.000007	0.004174
SPAG4	5.617351	4.659866	0.000008	0.004254
DTD2	5.566520	4.597780	0.000010	0.005486
BCL2L2	5.562798	4.593233	0.000010	0.005486
SRP54	5.552727	4.580933	0.000011	0.005618
BCL2L2-PABPN1	5.549393	4.576861	0.000011	0.005618
KHNYN	5.515206	4.535104	0.000014	0.006629
FASN	5.485584	4.498923	0.000016	0.007620
PMS2	5.478958	4.490830	0.000017	0.007688
AIMP2	5.475504	4.486611	0.000017	0.007688
ARHGAP5	5.470311	4.480268	0.000017	0.007734
C14orf119	5.449071	4.454325	0.000020	0.008495
AP5S1	5.441337	4.444879	0.000020	0.008671
