g.name	raw.score	z.score	p.value	q.value
AMIGO2	1.255513	6.697725	0.000000	0.000001
PCED1B	1.227600	6.493922	0.000000	0.000003
FAM174B	1.217164	6.417723	0.000000	0.000003
AKR1B10	1.163722	6.027510	0.000000	0.000026
TOGARAM2	1.102992	5.584088	0.000000	0.000269
ZNF281	1.081318	5.425841	0.000000	0.000520
ZFP36	1.078192	5.403011	0.000000	0.000520
TRIM55	1.070260	5.345096	0.000000	0.000621
NBPF1	1.053911	5.225729	0.000000	0.001038
USP3	1.036477	5.098429	0.000001	0.001802
RPS16	1.033763	5.078612	0.000001	0.001812
KYNU	1.024760	5.012883	0.000001	0.002315
SUPT5H	1.005078	4.869173	0.000003	0.004346
CEBPG	0.994332	4.790710	0.000004	0.005895
