g.name	raw.score	z.score	p.value	q.value
AL132780.3	4.787134	6.258143	0.000000	0.000011
PCK2	4.762102	6.217088	0.000000	0.000011
RBM39	4.454216	5.712125	0.000000	0.000135
HECTD1	4.450519	5.706061	0.000000	0.000135
PNN	4.185253	5.270999	0.000000	0.001125
EMC9	4.177569	5.258398	0.000000	0.001125
SRP54	4.161294	5.231705	0.000000	0.001132
KIAA0391	4.120124	5.164182	0.000001	0.001375
ZNFX1	4.112204	5.151192	0.000001	0.001375
NFKBIA	4.012619	4.987864	0.000002	0.002862
PPP2R3C	3.959306	4.900425	0.000002	0.004028
AL121594.1	3.949760	4.884768	0.000003	0.004028
ZMYND8	3.921053	4.837687	0.000003	0.004702
TTC6	3.824794	4.679813	0.000007	0.009302
