DUSP1	20.565565	6.132987	0.000000	0.000054
ZFP36L2	20.298471	6.018429	0.000000	0.000054
NBPF1	19.721689	5.771044	0.000000	0.000155
JUNB	19.351715	5.612361	0.000000	0.000287
CIRBP	18.608510	5.293597	0.000000	0.001308
FKBP5	18.230373	5.131412	0.000001	0.002538
PTPN6	17.639222	4.877864	0.000003	0.007737
SCO2	16.835220	4.533024	0.000014	0.034297
ZFP36	16.757059	4.499500	0.000016	0.035060
PDLIM7	16.708373	4.478619	0.000018	0.035060
KDM6B	16.638123	4.448488	0.000020	0.036460
MIDN	16.470603	4.376638	0.000028	0.045891
