DUSP1	18.127193	5.595250	0.000000	0.001265
BRD2	16.889618	5.062578	0.000001	0.007080
HIST2H2BE	16.859425	5.049583	0.000001	0.007080
BCL6	16.672367	4.969070	0.000002	0.007080
HLA-DMA	16.661213	4.964269	0.000002	0.007080
ZFP36L2	16.302594	4.809914	0.000004	0.012544
ADM	16.078914	4.713639	0.000006	0.017006
STX10	15.917166	4.644020	0.000008	0.017300
IER2	15.893067	4.633648	0.000009	0.017300
NBPF1	15.893064	4.633646	0.000009	0.017300
HIST1H3D	15.787015	4.588001	0.000011	0.017885
IFFO1	15.751308	4.572632	0.000011	0.017885
PER1	15.707936	4.553964	0.000013	0.017885
HIST2H2AC	15.706074	4.553163	0.000013	0.017885
HIST2H2AB	15.390332	4.417263	0.000023	0.030707
CFLAR	15.344901	4.397708	0.000025	0.031379
BOLA1	15.301547	4.379048	0.000027	0.032053
RHOB	15.256858	4.359813	0.000030	0.032927
CITED2	15.039889	4.266427	0.000044	0.046666
