NBPF1	5.958618	6.423115	0.000000	0.000005
BCL6	5.949614	6.408813	0.000000	0.000005
TMEM253	5.456180	5.625054	0.000000	0.000357
TM7SF2	5.264722	5.320947	0.000000	0.001414
RHOF	5.181309	5.188456	0.000001	0.002269
DNAJC22	5.148949	5.137056	0.000001	0.002465
NR4A1	5.128944	5.105280	0.000001	0.002486
FRS3	5.007563	4.912482	0.000002	0.005714
ERCC1	4.951020	4.822670	0.000004	0.007308
CALCB	4.946836	4.816025	0.000004	0.007308
SETD1B	4.843129	4.651298	0.000008	0.013765
ADAMTS17	4.827746	4.626865	0.000009	0.013765
NEMF	4.827419	4.626345	0.000009	0.013765
PTMA	4.794065	4.573366	0.000011	0.015260
NR6A1	4.793725	4.572826	0.000011	0.015260
TMEM141	4.761066	4.520951	0.000015	0.018112
AL355987.3	4.692396	4.411878	0.000024	0.027746
ACBD4	4.614045	4.287427	0.000041	0.045027
RGMB	4.597677	4.261429	0.000045	0.047210
MISP3	4.591529	4.251663	0.000047	0.047210
TPBGL	4.573394	4.222858	0.000054	0.047604
FOXD2	4.568513	4.215106	0.000055	0.047604
UBE3D	4.566002	4.211117	0.000056	0.047604
PPM1J	4.563150	4.206587	0.000057	0.047604
