CISH	0.279942	8.128424	0.000000	0.000000
AHCY	0.246799	6.950704	0.000000	0.000000
MAPKAPK3	0.237560	6.622417	0.000000	0.000001
ATP23	0.228518	6.301101	0.000000	0.000005
HIST1H4B	0.223818	6.134103	0.000000	0.000011
C12orf57	0.221893	6.065688	0.000000	0.000014
PTMA	0.219272	5.972557	0.000000	0.000020
ARMC12	0.218105	5.931072	0.000000	0.000023
ERCC1	0.216623	5.878436	0.000000	0.000028
GLI1	0.214043	5.786744	0.000000	0.000043
ACBD4	0.213351	5.762139	0.000000	0.000045
TSPOAP1	0.211915	5.711116	0.000000	0.000055
TEX9	0.211269	5.688170	0.000000	0.000058
ZNF219	0.209820	5.636686	0.000000	0.000072
DSCAML1	0.209285	5.617654	0.000000	0.000074
AGO2	0.207753	5.563246	0.000000	0.000093
IL3	0.207527	5.555189	0.000000	0.000093
ENKD1	0.205788	5.493393	0.000000	0.000124
FGF8	0.205391	5.479285	0.000000	0.000127
CCDC85B	0.204135	5.434683	0.000000	0.000153
CASP8	0.202271	5.368435	0.000000	0.000207
FOXD2	0.202080	5.361643	0.000000	0.000207
PDE4A	0.201167	5.329211	0.000000	0.000235
TRIM46	0.198934	5.249848	0.000000	0.000343
RFX7	0.198281	5.226640	0.000000	0.000372
ATXN1	0.197961	5.215264	0.000000	0.000379
AJUBA	0.197408	5.195618	0.000001	0.000405
IL6	0.196450	5.161577	0.000001	0.000466
KCNN4	0.195327	5.121686	0.000001	0.000552
CBLN3	0.193697	5.063772	0.000001	0.000716
AL132780.3	0.190151	4.937750	0.000002	0.001302
NR4A1	0.189083	4.899821	0.000002	0.001487
INHBE	0.188800	4.889738	0.000003	0.001487
TLR6	0.188695	4.886031	0.000003	0.001487
TLR1	0.188695	4.886031	0.000003	0.001487
TNFAIP3	0.188501	4.879116	0.000003	0.001495
RGMB	0.185796	4.782986	0.000004	0.002315
STUM	0.185156	4.760261	0.000005	0.002450
WNK1	0.185150	4.760032	0.000005	0.002450
COMTD1	0.184499	4.736903	0.000005	0.002666
PLCD3	0.184261	4.728441	0.000006	0.002707
STEAP1B	0.182769	4.675444	0.000007	0.003353
TMEM253	0.182695	4.672826	0.000007	0.003353
PPM1J	0.182220	4.655921	0.000008	0.003545
METTL25	0.181636	4.635179	0.000009	0.003817
HIST1H4A	0.181151	4.617953	0.000009	0.004044
CALCB	0.180555	4.596781	0.000010	0.004364
CDH24	0.180091	4.580286	0.000011	0.004479
ALOXE3	0.180031	4.578129	0.000011	0.004479
UNC45A	0.180015	4.577586	0.000011	0.004479
ARRDC3	0.179361	4.554352	0.000012	0.004883
AHDC1	0.178986	4.541026	0.000013	0.005088
ISCU	0.178112	4.509974	0.000015	0.005746
AHSG	0.177473	4.487262	0.000017	0.006246
EDN1	0.177354	4.483028	0.000017	0.006250
C1QTNF6	0.177065	4.472749	0.000018	0.006427
VPS18	0.176653	4.458105	0.000019	0.006741
VEGFA	0.176525	4.453578	0.000020	0.006760
SART3	0.175722	4.425019	0.000022	0.007544
TIPARP	0.175126	4.403849	0.000025	0.008145
GABRR3	0.174917	4.396428	0.000025	0.008156
PTPN6	0.174861	4.394427	0.000026	0.008156
HMGXB3	0.174805	4.392437	0.000026	0.008156
EPOP	0.174625	4.386052	0.000027	0.008226
BOD1	0.174550	4.383365	0.000027	0.008226
NPR1	0.174447	4.379732	0.000027	0.008231
ZMYM2	0.173921	4.361046	0.000030	0.008799
RPL41	0.171652	4.280400	0.000042	0.012283
EFNB2	0.170382	4.235287	0.000051	0.014669
CDC37	0.170246	4.230436	0.000052	0.014759
SIRT5	0.170082	4.224624	0.000053	0.014913
AC120114.4	0.169205	4.193451	0.000061	0.016768
DNAJC22	0.168821	4.179807	0.000064	0.017510
KCNQ5	0.168411	4.165225	0.000068	0.018357
PCDHGA10	0.168228	4.158739	0.000070	0.018608
NEMF	0.168019	4.151317	0.000072	0.018938
TMEM141	0.167720	4.140696	0.000075	0.019534
RSAD1	0.167564	4.135143	0.000077	0.019732
MRPL39	0.166229	4.087709	0.000094	0.023426
RHOF	0.166216	4.087241	0.000094	0.023426
PCDHGA11	0.166063	4.081818	0.000096	0.023655
HEXIM1	0.165472	4.060818	0.000105	0.025452
ZFP36	0.165028	4.045007	0.000112	0.026810
HOXB5	0.164695	4.033173	0.000117	0.027788
AL355987.3	0.164244	4.017180	0.000125	0.028956
FRS3	0.164242	4.017096	0.000125	0.028956
GORASP2	0.164045	4.010098	0.000129	0.029317
INPP5D	0.163978	4.007720	0.000130	0.029317
KRTCAP2	0.163915	4.005457	0.000131	0.029317
PSMD6	0.163641	3.995738	0.000136	0.030085
PRMT1	0.163576	3.993434	0.000137	0.030085
PCDH12	0.163093	3.976277	0.000147	0.031864
SOST	0.162656	3.960751	0.000156	0.033524
NMNAT1	0.161857	3.932350	0.000175	0.037102
LZIC	0.161535	3.920886	0.000183	0.038402
RIPOR1	0.160770	3.893733	0.000204	0.042255
KCNJ9	0.159514	3.849088	0.000242	0.049710
