g.name	raw.score	z.score	p.value	q.value
ZMIZ1	12.312660	10.264736	0.000000	0.000000
ZNF233	11.880483	9.837946	0.000000	0.000000
MAD1L1	11.189982	9.156051	0.000000	0.000000
ZNF226	10.512142	8.486659	0.000000	0.000000
IL32	10.461837	8.436981	0.000000	0.000000
ZNF227	9.714222	7.698684	0.000000	0.000000
ZNF146	9.567067	7.553362	0.000000	0.000000
SUPT5H	9.143375	7.134952	0.000000	0.000000
ZNF792	9.049616	7.042361	0.000000	0.000000
LTBP4	9.045358	7.038156	0.000000	0.000000
DYRK1B	8.997469	6.990863	0.000000	0.000000
RPS16	8.677704	6.675084	0.000000	0.000000
AC037459.1	8.526410	6.525676	0.000000	0.000000
NBPF1	8.510754	6.510215	0.000000	0.000000
PDIA5	8.253334	6.256003	0.000000	0.000002
ZNF529	8.164571	6.168347	0.000000	0.000003
ZNF225	8.005808	6.011562	0.000000	0.000007
ZNF302	7.904140	5.911161	0.000000	0.000011
ZNF461	7.706846	5.716327	0.000000	0.000034
ZNF566	7.665926	5.675916	0.000000	0.000040
ZNF567	7.651008	5.661184	0.000000	0.000042
ZNF224	7.613737	5.624377	0.000000	0.000049
FLAD1	7.511735	5.523647	0.000000	0.000082
ZNF527	7.482966	5.495236	0.000000	0.000092
LIN37	7.391164	5.404579	0.000000	0.000144
TMEM147	7.346472	5.360444	0.000000	0.000176
ZNF571	7.266058	5.281032	0.000000	0.000259
RBM42	7.189737	5.205662	0.000001	0.000370
LSM14A	7.161520	5.177796	0.000001	0.000413
HSD11B1L	7.138764	5.155324	0.000001	0.000449
PAF1	7.059342	5.076892	0.000001	0.000649
C19orf70	7.004813	5.023043	0.000001	0.000825
ZNF850	6.883698	4.903438	0.000002	0.001448
HID1	6.809959	4.830618	0.000003	0.002003
TRIB3	6.793650	4.814511	0.000004	0.002103
MED29	6.747387	4.768826	0.000005	0.002516
KMT2D	6.744032	4.765512	0.000005	0.002516
BBC3	6.731836	4.753468	0.000005	0.002594
ZNF71	6.721108	4.742874	0.000005	0.002658
PSENEN	6.692860	4.714977	0.000006	0.002957
ZNF221	6.607097	4.630283	0.000009	0.004286
LSR	6.594732	4.618073	0.000009	0.004427
ZNF284	6.555025	4.578861	0.000011	0.005175
RAVER1	6.550062	4.573959	0.000011	0.005175
ZNF793	6.544790	4.568754	0.000012	0.005182
ZNF234	6.526677	4.550866	0.000013	0.005500
PIGW	6.388094	4.414010	0.000023	0.009942
