g.name	raw.score	z.score	p.value	q.value
FLOT1	10.690562	12.880817	0.000000	0.000000
KRT15	8.660694	10.176686	0.000000	0.000000
TRIB1	7.824156	9.062274	0.000000	0.000000
DDIT4	7.792089	9.019556	0.000000	0.000000
IER3	7.713738	8.915178	0.000000	0.000000
ID1	7.709730	8.909838	0.000000	0.000000
UBC	7.451993	8.566489	0.000000	0.000000
KRT19	7.067244	8.053938	0.000000	0.000000
ITGA3	6.507530	7.308302	0.000000	0.000000
MYC	6.491910	7.287494	0.000000	0.000000
P4HB	6.416489	7.187021	0.000000	0.000000
AMPD3	6.283036	7.009239	0.000000	0.000000
SFN	5.981514	6.607560	0.000000	0.000000
MROH6	5.800560	6.366498	0.000000	0.000001
CLDN6	5.750199	6.299409	0.000000	0.000001
JUNB	5.682865	6.209708	0.000000	0.000002
THOC6	5.618303	6.123700	0.000000	0.000003
SMARCD2	5.500772	5.967130	0.000000	0.000008
S100A2	5.459078	5.911586	0.000000	0.000011
HMGA1	5.398005	5.830226	0.000000	0.000017
PTMA	5.265961	5.654321	0.000000	0.000043
ERRFI1	5.238081	5.617180	0.000000	0.000051
PTPRH	5.105850	5.441026	0.000000	0.000129
HCFC1R1	5.087665	5.416800	0.000000	0.000141
DBP	5.032242	5.342968	0.000000	0.000201
HEXIM1	4.982728	5.277006	0.000000	0.000274
NR1D1	4.951593	5.235529	0.000000	0.000329
ACSL5	4.901405	5.168670	0.000001	0.000449
ARID1A	4.880964	5.141439	0.000001	0.000499
MT2A	4.819529	5.059597	0.000001	0.000732
MMRN2	4.811945	5.049494	0.000001	0.000745
HRH1	4.801473	5.035544	0.000001	0.000775
ARHGDIA	4.763790	4.985344	0.000002	0.000951
BHLHE40	4.761598	4.982423	0.000002	0.000951
LAMB3	4.704470	4.906318	0.000002	0.001346
TCTEX1D4	4.665992	4.855059	0.000003	0.001681
S100A6	4.656250	4.842081	0.000003	0.001742
UNK	4.639423	4.819666	0.000004	0.001890
ZFP36	4.582222	4.743464	0.000005	0.002651
SFR1	4.563251	4.718191	0.000006	0.002913
TUBB3	4.526836	4.669680	0.000007	0.003568
CIRBP	4.515192	4.654168	0.000008	0.003745
GCAT	4.495794	4.628328	0.000009	0.004124
SEPT9	4.450512	4.568004	0.000012	0.005318
RNPEPL1	4.443125	4.558163	0.000012	0.005439
MAT2A	4.425344	4.534475	0.000014	0.005926
DUSP5	4.382619	4.477559	0.000018	0.007495
NOLC1	4.348684	4.432352	0.000022	0.008976
