g.name	raw.score	z.score	p.value	q.value
CEBPB	14.013520	7.491549	0.000000	0.000000
SLC39A7	12.391577	6.444730	0.000000	0.000004
RXRB	11.542570	5.896772	0.000000	0.000075
ZBTB2	11.329125	5.759012	0.000000	0.000125
DCAF11	10.989939	5.540098	0.000000	0.000344
RBM39	10.862140	5.457616	0.000000	0.000451
STRN3	10.818103	5.429193	0.000000	0.000451
HECTD1	10.745619	5.382412	0.000000	0.000509
AL132780.3	10.507405	5.228665	0.000000	0.001022
AJUBA	10.418195	5.171088	0.000001	0.001229
ASXL1	10.392600	5.154569	0.000001	0.001229
ZMYND8	10.214289	5.039486	0.000001	0.002003
ID1	10.193070	5.025791	0.000001	0.002003
SKIDA1	9.923561	4.851847	0.000003	0.004390
PCK2	9.899848	4.836542	0.000003	0.004413
ROMO1	9.787095	4.763770	0.000005	0.005864
NFKBIA	9.767500	4.751123	0.000005	0.005864
TMEM14C	9.746259	4.737414	0.000005	0.005898
BIRC6	9.729261	4.726444	0.000006	0.005898
EMC9	9.703763	4.709987	0.000006	0.006055
NFS1	9.673910	4.690720	0.000007	0.006314
NRL	9.604497	4.645920	0.000008	0.007107
PNN	9.599108	4.642441	0.000008	0.007107
DDIT3	9.590196	4.636690	0.000009	0.007107
AP4S1	9.571721	4.624765	0.000009	0.007211
MGME1	9.509123	4.584364	0.000011	0.008351
ZNF276	9.455344	4.549654	0.000013	0.009423
SNX5	9.389630	4.507242	0.000015	0.011010
NFYA	9.370249	4.494734	0.000016	0.011117
VPS9D1	9.362537	4.489756	0.000017	0.011117
SRP54	9.309214	4.455341	0.000020	0.012549
ZNFX1	9.242909	4.412547	0.000024	0.014697
C17orf64	9.084003	4.309988	0.000037	0.022127
MAP1LC3B	9.065726	4.298191	0.000039	0.022127
PABPN1	9.065467	4.298024	0.000039	0.022127
ZNF341	9.048199	4.286879	0.000041	0.022566
MLLT10	8.973164	4.238451	0.000050	0.026991
DCAF17	8.931935	4.211841	0.000056	0.029408
RBCK1	8.887805	4.183359	0.000063	0.032293
TXNDC11	8.867422	4.170203	0.000067	0.033264
ZFP36L2	8.842516	4.154129	0.000071	0.034698
HEATR5A	8.786806	4.118173	0.000083	0.039303
PSME1	8.755772	4.098143	0.000090	0.041226
PPP1R3E	8.751230	4.095212	0.000091	0.041226
TM9SF1	8.733835	4.083985	0.000095	0.042204
NBPF1	8.665205	4.039691	0.000114	0.049425
POLR3E	8.652878	4.031735	0.000118	0.049952
