HNRNPUL1	10.450213	9.231967	0.000000	0.000000
ZFP36	8.428518	6.945796	0.000000	0.000000
PLEKHG2	7.633792	6.047105	0.000000	0.000030
NBPF1	7.262897	5.627690	0.000000	0.000241
RPS16	7.242214	5.604301	0.000000	0.000241
SUPT5H	7.175377	5.528721	0.000000	0.000305
AC008982.1	7.042440	5.378392	0.000000	0.000594
LASP1	6.802356	5.106902	0.000001	0.002158
MED29	6.612796	4.892543	0.000003	0.005330
PAF1	6.602690	4.881115	0.000003	0.005330
ECH1	6.577816	4.852987	0.000003	0.005557
SERTAD1	6.481433	4.743996	0.000005	0.008593
USP3	6.462442	4.722520	0.000006	0.008781
AXL	6.446136	4.704081	0.000006	0.008894
EID2	6.340208	4.584296	0.000011	0.014335
ACTN4	6.329675	4.572385	0.000012	0.014335
EID2B	6.286502	4.523564	0.000014	0.016846
AKR1B10	6.260571	4.494240	0.000016	0.018159
UBC	6.232529	4.462530	0.000019	0.019829
ITPKC	6.196046	4.421274	0.000023	0.022626
GSK3A	6.057416	4.264509	0.000045	0.039023
EID3	6.050461	4.256645	0.000046	0.039023
NEMF	6.049298	4.255329	0.000047	0.039023
CEP89	6.040505	4.245386	0.000049	0.039023
COQ8B	6.039250	4.243967	0.000049	0.039023
CAPNS1	6.027249	4.230396	0.000052	0.039743
HJV	5.978303	4.175047	0.000065	0.048294
