g.name	raw.score	z.score	p.value	q.value
PIP4P1	1.441954	6.987142	0.000000	0.000000
IPO4	1.417367	6.837092	0.000000	0.000000
OSGEP	1.411515	6.801384	0.000000	0.000000
DCAF11	1.389210	6.665260	0.000000	0.000000
APEX1	1.370171	6.549073	0.000000	0.000001
NRL	1.314733	6.210754	0.000000	0.000005
ZNFX1	1.303695	6.143395	0.000000	0.000006
CUTA	1.276991	5.980431	0.000000	0.000015
NANP	1.273235	5.957507	0.000000	0.000016
MGME1	1.257765	5.863103	0.000000	0.000025
CTSA	1.242776	5.771628	0.000000	0.000037
FASN	1.241743	5.765325	0.000000	0.000037
GZF1	1.236517	5.733431	0.000000	0.000041
SNX5	1.234027	5.718238	0.000000	0.000042
LAMP1	1.218948	5.626216	0.000000	0.000066
C19orf24	1.207844	5.558452	0.000000	0.000091
HSPE1	1.195580	5.483604	0.000000	0.000130
UCKL1	1.172759	5.344338	0.000000	0.000263
HECTD1	1.169101	5.322018	0.000000	0.000281
NEURL2	1.167112	5.309878	0.000000	0.000286
UBFD1	1.159885	5.265772	0.000000	0.000344
PHF20	1.155246	5.237462	0.000000	0.000382
ESF1	1.123007	5.040718	0.000001	0.001006
YTHDF1	1.121103	5.029099	0.000001	0.001024
MGA	1.119143	5.017139	0.000001	0.001046
CEBPB	1.113816	4.984632	0.000002	0.001172
PLD6	1.112460	4.976357	0.000002	0.001172
SGTA	1.109923	4.960876	0.000002	0.001172
NDUFAF5	1.109746	4.959793	0.000002	0.001172
DUSP28	1.109529	4.958469	0.000002	0.001172
TRIB3	1.108575	4.952647	0.000002	0.001172
HDAC4	1.103504	4.921699	0.000002	0.001324
G6PC3	1.099117	4.894930	0.000003	0.001465
NOP56	1.092577	4.855015	0.000003	0.001723
KDM3A	1.091749	4.849962	0.000003	0.001723
XRN2	1.078120	4.766791	0.000005	0.002501
SLC17A9	1.075426	4.750350	0.000005	0.002633
ODC1	1.069481	4.714068	0.000006	0.003046
SOX12	1.060163	4.657208	0.000008	0.003877
DDX42	1.057563	4.641339	0.000008	0.004012
TINF2	1.057232	4.639321	0.000008	0.004012
SLC25A10	1.055158	4.626664	0.000009	0.004156
MAFG	1.052806	4.612308	0.000010	0.004340
UBE2Q1	1.031321	4.481195	0.000017	0.007702
HSPE1-MOB4	1.026406	4.451200	0.000020	0.008550
DHX35	1.025888	4.448039	0.000020	0.008550
