g.name	raw.score	z.score	p.value	q.value
E2F3	4.336626	7.668238	0.000000	0.000000
AJUBA	3.806592	6.544959	0.000000	0.000002
AL132780.3	3.760418	6.447106	0.000000	0.000002
EIF6	3.698321	6.315505	0.000000	0.000004
HECTD1	3.615154	6.139255	0.000000	0.000010
ID1	3.578661	6.061916	0.000000	0.000014
PCK2	3.566007	6.035098	0.000000	0.000014
PCK1	3.537457	5.974595	0.000000	0.000018
NFKBIA	3.223179	5.308557	0.000000	0.000618
SLCO4A1	3.221088	5.304127	0.000000	0.000618
KIAA0391	3.202308	5.264327	0.000000	0.000694
ZMYND8	3.190162	5.238586	0.000000	0.000728
EMC9	3.169457	5.194708	0.000001	0.000845
PNN	3.161332	5.177489	0.000001	0.000858
ZNFX1	3.129179	5.109346	0.000001	0.001136
TINF2	3.072593	4.989426	0.000002	0.001925
PPP2R3C	3.068168	4.980049	0.000002	0.001925
NEDD8	3.047268	4.935757	0.000002	0.002265
GMPR2	3.035953	4.911778	0.000002	0.002301
AL121594.1	3.035645	4.911124	0.000002	0.002301
NEDD8-MDP1	3.008535	4.853672	0.000003	0.002901
DCAF11	2.962567	4.756253	0.000005	0.004422
CEBPB	2.919382	4.664732	0.000008	0.006510
PSME1	2.881621	4.584709	0.000011	0.009032
RNF31	2.873445	4.567382	0.000012	0.009387
EIPR1	2.868722	4.557372	0.000012	0.009447
AL121845.2	2.857012	4.532555	0.000014	0.010184
SRP54	2.852539	4.523077	0.000014	0.010251
IPO4	2.814495	4.442450	0.000021	0.013492
IPMK	2.810807	4.434634	0.000021	0.013492
THTPA	2.810105	4.433148	0.000022	0.013492
DHRS1	2.809507	4.431881	0.000022	0.013492
NOP9	2.796191	4.403660	0.000025	0.014455
RBM39	2.795668	4.402551	0.000025	0.014455
TM9SF1	2.781777	4.373112	0.000028	0.015978
SLC17A9	2.760921	4.328914	0.000034	0.018829
ZFHX2	2.756068	4.318630	0.000036	0.019153
MGME1	2.745992	4.297276	0.000039	0.020446
IGFBP1	2.743016	4.290968	0.000040	0.020468
BCL2L2-PABPN1	2.739034	4.282530	0.000042	0.020692
SNX5	2.702477	4.205055	0.000058	0.028046
ROMO1	2.688340	4.175095	0.000065	0.031040
NRL	2.681233	4.160035	0.000070	0.032282
POLR3E	2.664429	4.124423	0.000081	0.036563
TOMM40	2.660548	4.116197	0.000084	0.036982
BPIFB2	2.652667	4.099496	0.000089	0.038748
NFS1	2.649889	4.093608	0.000092	0.038849
CEP95	2.645532	4.084374	0.000095	0.039504
FBXO33	2.622789	4.036177	0.000116	0.047062
