g.name	raw.score	z.score	p.value	q.value
CPOX	3.015237	20.861301	0.000000	0.000000
PDZK1IP1	2.512930	17.110152	0.000000	0.000000
TXNRD2	2.067122	13.780929	0.000000	0.000000
PFKFB2	1.960303	12.983220	0.000000	0.000000
CCKBR	1.843684	12.112327	0.000000	0.000000
H2AFX	1.816912	11.912402	0.000000	0.000000
C1orf116	1.773956	11.591607	0.000000	0.000000
LSP1	1.522308	9.712342	0.000000	0.000000
ZNF704	1.437207	9.076817	0.000000	0.000000
MRPL35	1.412485	8.892204	0.000000	0.000000
OSBPL8	1.398963	8.791221	0.000000	0.000000
TNR	1.258080	7.739130	0.000000	0.000000
STRN4	1.249425	7.674498	0.000000	0.000000
KISS1R	1.143220	6.881371	0.000000	0.000000
MINDY4	1.138706	6.847659	0.000000	0.000000
SCGB1A1	1.077193	6.388294	0.000000	0.000001
CRISP3	1.062622	6.279476	0.000000	0.000001
RPUSD2	1.045307	6.150172	0.000000	0.000003
DNMT3B	1.025285	6.000653	0.000000	0.000006
COMT	1.019386	5.956598	0.000000	0.000008
TGM1	1.004998	5.849148	0.000000	0.000014
RNF214	0.998022	5.797054	0.000000	0.000018
USP6NL	0.961353	5.523218	0.000000	0.000082
KCND1	0.958747	5.503758	0.000000	0.000088
FIS1	0.940563	5.367959	0.000000	0.000176
WDR78	0.926399	5.262189	0.000000	0.000297
STAT5B	0.922055	5.229744	0.000000	0.000339
MIER1	0.917163	5.193213	0.000001	0.000395
GPS2	0.876451	4.889184	0.000003	0.001767
RMDN3	0.869980	4.840856	0.000003	0.002161
C11orf58	0.848617	4.681320	0.000007	0.004470
CPEB4	0.830673	4.547316	0.000013	0.008036
