g.name	raw.score	z.score	p.value	q.value
XKR7	4.440466	9.171225	0.000000	0.000000
ID1	3.722866	7.287504	0.000000	0.000000
PDRG1	3.548639	6.830154	0.000000	0.000000
NHLH1	3.447695	6.565172	0.000000	0.000001
BCL2L1	2.987551	5.357280	0.000000	0.000931
GADD45G	2.960016	5.285001	0.000000	0.001140
FOXS1	2.884522	5.086828	0.000001	0.002731
INKA2	2.776708	4.803813	0.000004	0.009688
DLL3	2.739307	4.705634	0.000006	0.013735
TTLL9	2.710685	4.630501	0.000009	0.017554
DUSP15	2.693088	4.584308	0.000011	0.019715
NOL4L	2.685962	4.565603	0.000012	0.019715
NEUROD1	2.631011	4.421352	0.000023	0.034797
PKDCC	2.603539	4.349240	0.000031	0.044329
