g.name	raw.score	z.score	p.value	q.value
ID1	2.537849	7.712903	0.000000	0.000000
ASXL1	2.535371	7.703579	0.000000	0.000000
DCAF11	2.213116	6.490856	0.000000	0.000001
AJUBA	2.204483	6.458368	0.000000	0.000001
AL132780.3	2.188369	6.397730	0.000000	0.000002
CDK12	2.138812	6.211234	0.000000	0.000005
NRL	2.107990	6.095243	0.000000	0.000009
TP53INP2	2.000098	5.689223	0.000000	0.000083
CEBPB	1.992590	5.660968	0.000000	0.000087
CTDSP1	1.943755	5.477189	0.000000	0.000221
PCK1	1.914065	5.365462	0.000000	0.000371
SOCS1	1.843686	5.100608	0.000001	0.001371
ZMYND8	1.818632	5.006323	0.000001	0.002050
MGME1	1.790748	4.901390	0.000002	0.003218
PNN	1.787243	4.888201	0.000003	0.003218
SNX5	1.783153	4.872810	0.000003	0.003265
NPAS4	1.763679	4.799525	0.000004	0.004395
AL121845.2	1.746673	4.735525	0.000005	0.005539
EMC9	1.744900	4.728854	0.000006	0.005539
ZNF335	1.726784	4.660679	0.000008	0.006992
APOB	1.726318	4.658925	0.000008	0.006992
IPO4	1.714244	4.613487	0.000010	0.008257
PTPN4	1.710606	4.599799	0.000010	0.008428
